SMILES,IE
c1cc(N)[nH]c1C#N,3.868
c12c(c(c3c(c2C)cccc3)C)ccc2c1cccc2,3.868
CNC1=CCC=C(C(=O)O)O1,3.868
CN(C)[C@@H]1CN(C)C[C@@H](N1C)OC,3.868
N(CCCC)(CCCC)C,3.868
C1=C(C(=N)O)OC=C(N)O1,3.868
COCCOCCOCCOc1cc(c2c(c1)ONO2)N,3.868
Cc1c(C)c(O)c(c(c1O)C)C,3.868
CNC1(CCCC1)NC.[H].[H],3.868
c12c3c4c(ccc3ccc1c(ccc2cc4)C(C)C)C(C)C,3.869
CN(C)c1cnc(cn1)OCCOC,3.869
CCc1ccn(C)c1C,3.869
C[C@H](CN(C)C=C)NC.[N]([O])O,3.869
COCCOCCON1Oc2ccc(cc2O1)OC,3.869
CC(=O)N1Oc2ccc(cc2O1)N,3.87
COCCOc1ccc2c(c1)ON(c1ccccc1)O2,3.87
CCc1ccn(C)c1CC,3.871
C#Cc1c(ccc2c1ONO2)N,3.871
COCCOCCOc1cc2c(cc1OC)ONO2,3.871
C=Cc1cc(C)n(C)c1,3.872
c12c(c(c3c(c1OC)[C@H]1CC[C@@H]3CC1)OC)[C@@H]1C[C@H]2CC1,3.872
CN[N]Oc1cc(ccc1[O])C(=O)O,3.872
CCc1cc(C)n(C)c1,3.873
c1ccc(cc1)[C@@H]1C=COC(=C1)N,3.873
CN[N]Oc1cccc(C#N)c1[O],3.873
CC(=O)c1c2CCCCc2c(c(c1O)O)N(C)C,3.873
C=Cc1cc(c2c(c1)ONO2)N(C)C,3.873
C=Cc1cc(c[nH]1)c1ccccc1,3.873
C=Cc1cccn1C,3.874
CC(C)(C)c1cc(cc(c1C(C)(C)C)OC)OC,3.874
C1(=C(c2ccccc2)c2ccccc2)c2c1cc1c(c2)cccc1,3.874
COCCOc1cc2c(cc1OCCOC)ONO2,3.875
C=Cc1ccn(C)c1C=C,3.875
CC(C)(C)c1cc(c2c(c1)ONO2)N(C)C,3.875
C#Cc1ccc([nH]1)O,3.876
CNC1=COC=C(C(=O)O)O1,3.877
CNc1c(ccc2c1ONO2)O,3.877
C[C@H]1C=CC=C1O,3.877
C#CC1=COC(=CC1)N,3.877
CNC1=C[C@@H](C=CO1)OC,3.877
C=CC1=COC(=CO1)C,3.878
c1cc2c(cc1N)ON(O)O2,3.878
CNC1=CC=C(C1)C(=O)O,3.878
C=C[C@]1(CN(C)CCN1C)N,3.879
C1=COC=C([C@@H]1[C]([NH])O)N,3.879
c1ccc(cc1)c1cc(c2ccccc2)[nH]c1,3.879
c12c(c3c(cc1cccc2)cccc3)C,3.879
C(=CC=C)(OC)OC,3.879
CNc1c(ccc2c1ONO2)OCCOCCOC,3.879
C=Cc1cc(CC)n(C)c1,3.879
CNc1cc[nH]c1C#N,3.879
Nc1c(C)cccc1C,3.88
C#Cc1c(ccn1C)OC,3.88
C(C)(C)C1=CC=C(CC1)C,3.881
C(Nc1ccccc1)c1ccccc1,3.881
C#C[C@H](CN(C)C/C=C\C)NC,3.881
Cc1ccn(C)c1c1ccccc1,3.881
CN(C)[C@@H]1CN(C)[C@@H](CN1C)O,3.881
Cc1cc[nH]c1c1ccccc1,3.881
C/C(=N/c1ccc2c(c1)ON(c1ccccc1)O2)/O,3.881
N1(N(CCCC1)C)C,3.882
Oc1c2c(c(cc1)O)cccc2,3.882
CC[C@@H]1CN(C)C[C@H](N)N1C,3.882
CNc1c(ccc2c1ONO2)OCCOC,3.883
N1(CC1)/C=C\C,3.883
C=CC1=COC(=CO1)CC,3.884
CCN1Oc2ccc(cc2O1)/N=C(/C)\O,3.884
CCc1cc[nH]c1c1ccccc1,3.884
CN[N]Oc1c(cccc1[O])N(=O)=O,3.884
CN(C)[C@@H]1CN(C)[C@@H](CN1C)N,3.884
c1cc2c(c(c1N)C(=O)O)ONO2,3.885
N1(C=C[C](C=C1)N)[O],3.885
C[C@@H]1CN(C)C[C@@H](N1C)OC,3.885
c1c(c[nH]c1C#N)N,3.886
C1=COC(=C[C@@H]1N)N,3.886
CCN1Oc2ccc(cc2O1)OCCOCCOC,3.886
COCCOCCOc1ccc2c(c1)ON(c1ccccc1)O2,3.887
CC1=CC=C[C@@H]1N(C)C,3.887
CN(C)c1c(=O)[nH]ccn1,3.888
C=Cc1cc2c(cc1OC)ONO2,3.888
c12c3c4c(ccc3ccc1c(ccc2cc4)C)C,3.888
CCN1Oc2ccc(cc2O1)OC,3.888
c12c(cc(c(=O)o2)c2ccccc2)ccc(c1)N(CC)CC,3.889
C#Cc1cc(cc2c1ONO2)N,3.889
COC1=CC=C[C@@H]1c1ccccc1,3.889
C#CN1Oc2cccc(c2O1)N(C)C,3.89
CN(C)[C@H]1CCCC[C@H]1N(C)C,3.89
c1cc2c(cn1)N(C[C@]12CC=NC=C1C)C,3.89
CC[C@@H]1CN(C)[C@@H](CN1C)NC,3.891
CN(C)c1cc(C#N)c2c(c1)ONO2,3.891
C=Cc1cn(C)cc1C,3.891
c1(cc2c(cc1)nc(cn2)C)N(C)C,3.891
C=C[C@H]1CN(C)CCN1C,3.891
C[N]C1=NC(=N[N]O1)C,3.891
CC[C@@H]1CN(C)[C@@H](CN1C)OC,3.892
COc1ccc2c(c1)ON(c1ccccc1)O2,3.892
C1=C[C@@H](C(=C1)O)C(=N)O,3.892
CN(C)c1cncc(N)n1,3.892
C(=O)(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,3.893
COCCOCCOc1cc2c(cc1OCCOC)ONO2,3.893
COC1=CC=C[C@@H]1O,3.893
CNc1c2CCCCc2c(C#N)c(c1O)O,3.894
C[NH](C)[C@H]1CCC[C@H](C1)C(=O)[O],3.895
CNC1=CCC=C1C(=O)O,3.895
N1(C(=O)N(C)C)C=CC(C=C1)(C)C,3.895
C/C(=N/c1c2CCCCc2c(c(c1O)O)O)/O,3.895
C(#N)c1c[nH]cc1N,3.896
C=C/C=C\C(=N)O.CNCCNC,3.896
c1(cc2c(cc1NC)nccn2)NC,3.896
C=CC1=COC=C(c2ccccc2)O1,3.897
c1c(c2c(cc1)nc(cn2)N)N,3.897
N(CCC)(CCC)CCC,3.897
C=CC1=CCC(=CO1)OC,3.897
CN(C)c1cccc2c1ON(OC)O2,3.897
CCC1=CC=C[C@@H]1N(C)C,3.897
Cc1c(ccn1C)c1ccccc1,3.898
C/C(=N/c1cc(c2c(c1)ONO2)N)/O,3.898
c12c3c4c5c6c1c1ccc2[nH]c3ccc4ccc5ccc6cc1,3.898
c1(c(n(c2c1cccc2)C)c1ccccc1)Cc1ccccc1,3.899
CC[C@@H]1CN(C)C[C@@H](N1C)OC,3.9
C/C(=N/c1cc2c(cc1OCCOCCOC)ONO2)/O,3.901
C=Cc1cn(C)cc1CC,3.901
c1c(c2c(c(c1)N)nccn2)C,3.902
Cc1cc(c2c(c1)ONO2)NC,3.902
c12c(c3c(nc1cccc2)cccc3)N,3.902
CN(C)c1cc(cc2c1ONO2)c1ccccc1,3.902
CN(C)[N]OC1=C[C](C=CC1=O)C#N,3.902
C=Cc1ccn(C)c1c1ccccc1,3.902
O=c1c2c(cc3c(c2)[nH]c2c(c3=O)cc(cc2)C)[nH]c2c1cc(cc2)C,3.902
C=Cc1cc2c(cc1OCCOC)ONO2,3.903
CN(C)c1cccc2c1ON(OCCOC)O2,3.903
C/C(=N/c1ccc2c(c1)ON(C)O2)/O,3.903
CNCCNC.CO/C=C\C#N,3.903
C#C[C@H](CN(C)C=C)NC.[N]([O])O,3.903
C#CC(=C)C(=N)O.CNCCNC,3.903
C(#N)C1=COC=C(N)O1,3.904
CNc1c[nH]cc1N(=O)=O,3.905
C1=CC(=C(C1)N)[C]([NH])O,3.905
CN(C)c1cnc(cn1)OCCOCCOC,3.905
C/C(=N/c1cccc2c1ON(OCCOCCOC)O2)/O,3.905
C=CN1Oc2cccc(c2O1)NC,3.906
COCCOCCOCCOc1ccc(c2c1ONO2)N,3.907
CCC1=COC=C(C1)O,3.907
c12c3c4c5c6c1c(c1c(c2ccc3ccc4c2c(c5)cccc2)cccc1)ccc6,3.908
COCCOCCOCCOc1ccc2c(c1)ON(c1ccccc1)O2,3.908
CCc1c(C)cc[nH]1,3.908
c1cc(ccn1)c1ccnc(c1N)N,3.909
C=CC1=CC=C[C@H]1N(C)C,3.909
CC(C)(C)c1cc(c(cc1OCCOC)OCCOCCCOC)C(C)(C)C,3.909
C1=C(C(=O)O)OC=C(N)O1,3.909
CC(=O)c1cc(cc2c1ONO2)N,3.91
CC1=COC=C(C1)O,3.91
CN(C)c1cccc2c1ON(O)O2,3.91
c1cc(c2c(c1N)ONO2)O,3.91
C(#N)C1=COC(=CO1)N,3.911
C[C@@H]1CN(C)C[C@H](C)N1C,3.911
Cc1cc[nH]c1C,3.912
CN1Oc2ccc(cc2O1)OC,3.912
CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OCCOC,3.912
C/C(=N/c1c(nccn1)N(C)C)/O,3.912
C(=C\C=C\c1ccccc1)/c1ccccc1,3.912
Cn1ccc(c1)O,3.912
CN(C)c1cccc2c1ON(OCCOCCOCCOC)O2,3.912
C=Cc1cc(c2ccccc2)n(C)c1,3.913
CCc1cc(c2c(c1)ONO2)NC,3.913
C(N(CC)CC)c1ccccc1,3.914
CN(C)C1=COC(=CO1)N(=O)=O,3.914
CN(C)[C@H]1C=CC=C1O,3.914
CC(=C)C#N.CNCCNC,3.914
CCC1=CC=C[C@H]1N(C)C,3.914
c1(cc2c(cc1)ncc(n2)NC)NC,3.914
CC(C)(C)c1cc(c(cc1OC)C(C)(C)C)OCOC,3.914
C/C(=N/c1cc2c(cc1OC)ONO2)/O,3.914
Cn1ccc(c2ccccc2)c1c1ccccc1,3.915
C1=C(C(=O)O)OC(=CO1)N,3.915
COCCOCCOCCOc1cc2c(cc1OC)ONO2,3.915
CN(C)c1cc2c(cc1C(=O)O)ONO2,3.915
c1cc2c3c4c1c(=O)n1c(c4ccc3c3c4c(cccc24)ccc3)nc2c1cc(c(c2)OC)OC,3.915
CCC(=C)C#N.CNCCNC,3.916
CC(C)(C)c1cc(c(cc1OCCOCCCOC)OCCOCCCOC)C(C)(C)C,3.916
N1(N(CC=CC1)C)C,3.916
C[C@@H]1CCC[C@@H]1N(C)C,3.917
CC[C@@H]1CCC[C@@H]1N(C)C,3.917
C#CC1=COC=C(OC)O1,3.917
CN(C)c1cccc2c1ONO2,3.918
CCc1ccc(c2c1ONO2)NC,3.918
Cc1ccc(c2c1ONO2)NC,3.918
COc1c[nH]cc1OC,3.918
CN1Oc2ccc(cc2O1)OCCOC,3.918
CCc1cc2c(cc1OCCOCCOCCOC)ONO2,3.918
CCc1c(ccn1C)c1ccccc1,3.918
c1(c(ccc(c1)OC)OC)OC,3.919
CNCCNC.c1ccc(cc1)C(=C)C#N,3.919
COC1=COC=C(C1)c1ccccc1,3.919
N(CC(C)C)(CC(C)C)CC(C)C,3.919
CCC1=COC=CO1,3.919
CNC1=C[C@@H](C=CO1)N(C)C,3.92
c1c(c2c(cc1N(C)C)nccn2)C,3.92
C[C@@H]1CN(C)[C@@H](CN1C)OC,3.92
C=Cc1cc(c2c(c1)ONO2)NC,3.921
CN(C)C1=CCC(=CO1)N(=O)=O,3.921
C#C[C@@H]1CN(C)C[C@H](CC)N1C,3.921
C=C[C@@H]1[C@@H](N(C)CCN1C)OC,3.922
C(C)n1c2c(c3c1cccc3)cc(cc2)C(c1ccc[nH]1)c1ccc[nH]1,3.922
CN(C)[C@H]1[C@@H](N)N(C)CCN1C,3.922
CC(C)(C)c1c2CCCCc2c(c(c1O)O)C(C)(C)C,3.922
CC(C)(C)c1ccc(c2c1ONO2)NC,3.922
CC(C)(C)c1cc(c(c(c1)OCCOCCCOC)OCOC)C(C)(C)C,3.923
c1cc(ccn1)c1c(cncc1N(C)C)C,3.923
CC(C)(C)N1Oc2cccc(c2O1)N,3.924
c1cc2c(cc1N)ON(C(=O)O)O2,3.924
c1(c(c2c(n1C)cccc2)[N][N]c1ccccc1)c1ccccc1,3.924
O(C)c1cc(N)ccc1,3.924
C=CC1=COC=C(C1)O,3.924
CCC1=CCC(=CO1)O,3.925
CN[N]Oc1cc(ccc1[O])C#N,3.925
[C@@H]12[C@H]3[C@H]4[C@@H]1[C@@H]2C[C@@H]34,3.925
C(Cc1ccc(cc1)N)c1ccc(cc1)N(=O)=O,3.925
C#CC1=COC(=CO1)OC,3.927
c1c(c2c3c4c1c(=O)n(c(=O)c4cc(c3c1c3c2c(cc2c3c(cc1Oc1ccccc1)c(=O)n(c2=O)C)Oc1ccccc1)Oc1ccccc1)C)Oc1ccccc1,3.927
CN(C)c1cccc(c1)O,3.927
CC1=COC=CO1,3.927
CNc1c(ccc2c1ONO2)OCCOCCOCCOC,3.928
C1=NC=C[C]([C@H]1[N]C(=O)C)c1ccncc1C,3.928
CN(C)c1c(ccc2c1ONO2)c1ccccc1,3.929
CC[C@H](CNC)NC.C(#N)C=C,3.929
CC(C)(C)N1Oc2ccc(cc2O1)O,3.929
c1c(c2c(cc1)nccn2)NC,3.929
CNCCNC.C(#N)/C=C\O,4.058
N1(CN=C)CCN(CC1)CN=C,4.058
Cc1c(C)c(O)ccc1O,4.058
c1(cc(ccn1)c1ccnc(c1)N(C)C)N(C)C,4.059
C#CN1Oc2ccc(cc2O1)OCCOCCOCCOC,4.059
C#Cc1cccc(c1)N(C)C,4.059
C#C[C@@H]1[C@H](NC)N(C)CCN1C,4.059
C#C/C=C\C#C.CNCCNC,4.059
C=Cc1c2CCCCc2c(c(c1O)O)C(C)(C)C,4.059
CN1CCN(C)[C@H](C1)O,4.059
C/C(=N/c1cc(cc2c1ONO2)OCCOCCOC)/O,4.059
c1(c(n(c2c1cccc2)C)c1ccccc1)[C@@H](c1ccccc1)O,4.059
CNC1(CCCc2cc(c(cc12)O)O)NC,4.059
C=Cc1cc2c(cc1O)ONO2,4.06
N(O)c1cc(OC)ccc1,4.06
CNCCNC.c1ccc(cc1)C(=C)c1ccccc1,4.06
COCCOCCOCCOc1ccc2c(c1)ONO2,4.061
c1(cc2c(c(c1)C)nccn2)NC,4.061
CCC1=C(CC)OC=CC1,4.061
CNC1=C(C#N)OC=CO1,4.061
c1ccc(cc1)C1=COC=C(C1)c1ccccc1,4.062
Cc1cc(c2c(c1)ONO2)N,4.062
C=C[C@H](CNC)NC.C=CC=C,4.062
CON1Oc2cccc(c2O1)O,4.062
COCCON1Oc2ccc(cc2O1)c1ccccc1,4.062
Cc1c2CCCCc2c(c(c1O)O)OC,4.062
O(Cc1ccccc1)c1c(OC)cc(cc1)/C=N/NC(=O)N,4.063
CN[C@@H]1CN(C)C[C@H](NC)N1C,4.063
C/C(=N/[C]1C=NC=C([NH])N1)/O,4.064
C=Cc1cc(c2c(c1)ONO2)N,4.064
CC(C)(C)c1cc(c(cc1OC)OCOC)C(C)(C)C,4.064
N([N]c1ccc(cc1)C)([O])c1ccc(cc1)OC,4.064
C/C(=N/c1c2CCCCc2c(c2ccccc2)c(c1O)O)/O,4.065
CN(C)N1Oc2ccc(cc2O1)OCCOC,4.065
c1(c(cc(cc1OC)C)OC)OC,4.065
c1(c(n2c(c1C)cccc2)C=O)c1ccccc1,4.065
CNc1ccc2c(c1N(=O)=O)ONO2,4.065
COC1=CC=C[C@H]1N,4.066
CC(C)(C)c1cc(cc(c1OC)C(C)(C)C)OC,4.066
C[C@@H]1CN(C)C[C@H](c2ccccc2)N1C,4.067
CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OCOC,4.067
C#CC1=COC(=CO1)C,4.067
C=CC1=C(C)OC=CC1,4.067
CNc1cc2c(cc1C#N)ONO2,4.068
COCCOCCOCCOc1cc(c2c(c1)ONO2)O,4.068
c1cc2c3c4c1c(=O)n1c(c4ccc3c3c4c2ccc2c4c(cc3)c3n(c2=O)c2c(n3)cc(c(c2)C)C)nc2c1cc(c(c2)C)C,4.068
CC(C)(C)c1cc(cc(c1OCCOC)C(C)(C)C)OCCOC,4.069
CC(C)(C)c1cc(c(cc1OCCOCCCOC)OCOC)C(C)(C)C,4.069
CNC[C@H](NC)OC.C(#N)C=C,4.069
CCC1=C(C)OC=CC1,4.07
CC1=CC=CCC1,4.071
COCCOc1ccc2c(c1)ONO2,4.071
C=CC=C.CNC[C@@H](NC)O,4.071
C(CN)c1c2c([nH]c1)ccc(c2)O,4.071
Cn1c(ccc1OC)C(=O)N,4.071
C=C/C=C\OC.CNCCNC,4.071
CC(C)(C)N1Oc2cccc(c2O1)OCCOCCOCCOC,4.072
C/C(=N/c1c2CCCCc2c(c(c1O)O)N(C)C)/O,4.072
C/C(=N/c1cc(c2c(c1)ONO2)O)/O,4.073
CCc1cc(c2c(c1)ONO2)N,4.073
N([C@@H](CC)C)[C@@H](CC)C,4.073
CNC[C@@H](NC)O.c1ccc(cc1)C=C,4.073
CN1CCN(C)[C@H]([C@H]1c1ccccc1)N,4.073
CN(C)c1c(c2ccccc2)nccn1,4.074
C#C[C@@H]1CCC[C@@H]1N(C)C,4.074
CNC[C@@H](NC)OC.C(#N)C=C,4.074
C=C[C@H]1C=CC=C1c1ccccc1,4.074
C/C(=N/c1cc(cc2c1ONO2)O)/O,4.074
CCN1Oc2ccc(C)cc2O1,4.074
C1(N(C(CC(=O)C1)(C)C)O)(C)C,4.074
C#C[C@H](CNC)NC.C(#N)C=C,4.074
CNC1=CCC(=CO1)N(=O)=O,4.074
C/C(=N/c1cc(c2ccccc2)c2c(c1)ONO2)/O,4.074
c1cc(cc(n1)C)c1ccncc1N(C)C,4.075
c1cc2c(c(C#N)c1N)ONO2,4.075
C/C(=N/c1ccc2c(c1)ONO2)/O,4.076
CCc1ccc2c(c1)ON(CC)O2,4.076
CC(=O)c1ccc(c2c1ONO2)N(C)C,4.076
N(C(C)C)(C(C)C)COC,4.076
C(=C\c1ccc(cc1)O)\c1cc(O)cc(c1)O,4.076
CNC[C@H](c1ccccc1)NC.C(#N)C=C,4.076
C=Cc1c(ccc2c1ONO2)/N=C(/C)\O,4.077
[C@]12(c3ccccc3)OO[C@](CC1)(C=C2)c1ccccc1,4.077
CN(C)C1=CCC=C1N(=O)=O,4.077
Cn1cc(cc1C(=O)N)OC,4.077
C#Cc1cc(c2c(c1)ONO2)NC,4.077
C=C[C@H](CNC)NC.C=CC(=N)O,4.078
CCN1Oc2cccc(c2O1)/N=C(/C)\O,4.079
[C@H]1(OC=CO1)C,4.079
COCCOc1c2CCCCc2c(c(c1O)O)OCCOC,4.079
C=CC1=C(C=C)OC=CC1,4.079
COCCOc1cc(c2c(c1)ONO2)O,4.079
COCCOCCOc1ccc2c(c1)ONO2,4.079
N1(CCOCC1)COCC,4.079
CN1C[C@H](N(C)C[C@H]1N)O,4.08
CCC1=C(C)CC=CO1,4.08
c1ccc(cc1)c1cc[nH]c1,4.08
O(C)c1ccc(cc1)OC,4.08
COCCOCCOc1cc(c2c(c1)ONO2)O,4.081
CC(C)(C)c1cc(c(c(c1)OC)OC)C(C)(C)C,4.081
C=CC1=CC=C[C@H]1CC,4.081
C#Cc1cc(C)cn1C,4.081
CN[C@H]1CCC[C@H]1N,4.081
CC1=CC=C[C@H]1N(C)C,4.082
CN1C[C@H](N(C)[C@H](C1)OC)OC,4.082
c1c(c2c(cc1)nccn2)N,4.082
CC(C)(C)c1ccc2c(c1)ON(C)O2,4.083
COCCOCCOc1ccc2c(c1N)ONO2,4.083
C=CC=C.CNC[C@H](NC)O,4.083
COC1=C(C(=O)N)OC=CO1,4.083
CC(C)(C)c1cnc(cn1)N(C)C,4.083
c1cc(c(cn1)C)c1ccnc(c1)N(C)C,4.083
CCc1c[nH]cc1CC,4.083
C=CC1=CC=C[C@@H]1C,4.083
c1cc(ccn1)c1ccnc(c1C)N(C)C,4.083
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)N)N,4.083
C=Cc1cc(cc2c1ONO2)OCCOC,4.084
CN(C)c1c2CCCCc2c(c2ccccc2)c(c1O)O,4.084
C=Cc1cc[nH]c1,4.085
C=Cc1c(ccc2c1ONO2)OCCOCCOCCOC,4.085
C1C[C@H]([C@H](C1)N)N,4.085
N(COC(C)C)(CC)CC,4.085
CNC1=C(CC=C1)[C]([NH])O,4.085
CN(C)[C@H]1[C@@H](C#N)N(C)CCN1C,4.085
CN(C)c1c(ccc2c1ONO2)C(=O)O,4.085
CC(C)(C)N1Oc2cccc(c2O1)OC,4.085
COCCOCCOCCON1Oc2ccc(cc2O1)OCCOCCOC,4.086
c12c3c4c(c1cc1c(c2cc2c3cccc2)cccc1)cccc4,4.086
c1cnc(c(N)n1)N,4.086
C/C(=N/c1ccc2c(c1c1ccccc1)ONO2)/O,4.086
C=CC1=C(CC=CO1)c1ccccc1,4.086
C=Cc1c(ccc2c1ONO2)OCCOC,4.087
COc1c[nH]cc1c1ccccc1,4.087
c1c(c(cc2c1ONO2)N)C(=O)O,4.087
CC(C)(C)c1ccc2c(c1)ON(OCCOCCOC)O2,4.087
C=Cc1cc(cc2c1ONO2)/N=C(/C)\O,4.087
c1ccc(cc1)N1Oc2cccc(c2O1)N,4.088
CCc1ccc(c2c1ONO2)N,4.088
c12c3c(ccc1cccc2C=CC3=O)N(C)C,4.088
CC(=O)c1ccc2c(c1NC)ONO2,4.088
C/C(=N/c1cnc(cn1)NC)/O,4.088
c1cc(cc(n1)N(C)C)c1ccnc(c1)C,4.088
C=CN1Oc2cccc(c2O1)N,4.088
CCc1c2CCCCc2cc(c1O)O,4.089
CC(C)(C)N1Oc2cccc(c3ccccc3)c2O1,4.089
C#Cc1ccn(C)c1C=C,4.089
CC(=O)c1cc(c2c(c1)ONO2)N(C)C,4.089
COCCOCCOc1c2CCCCc2c(c(c1O)O)OC,4.09
CN(C)c1cncc(n1)OC,4.09
CCN1Oc2cccc(c2O1)OCCOC,4.09
C1=CC=CC=CC=C1,4.09
c1(c(nn(c1)C)[N][N]c1ccc(cc1)N(C)C)N(=O)=O,4.091
CNc1c(=O)[nH]ccn1,4.091
CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OCOCCOC,4.091
C=Cc1cc(C#C)n(C)c1,4.091
O=C1N2[C@@H]3[C@]4(c5c2cccc5)[C@H]2N(CC4)CC4=CCO[C@@H](C1)[C@@H]3[C@H]4C2,4.091
CCC1=COC=C(CC)C1,4.092
c1ccc(cc1)c1ccc2c(c1)ON(c1ccccc1)O2,4.092
CC(C)(C)c1cc(cc2c1ONO2)O,4.092
c1c(C#N)c2c(cc1N)ONO2,4.092
C/C(=N/c1cnc(cn1)N)/O,4.092
COCCOCCOc1cc(cc2c1ONO2)OC,4.093
CC(C)(C)N1Oc2cccc(c2O1)O,4.093
c1ccc(cc1)c1cc2c(cc1O)ONO2,4.093
c1([CH]N([O])C)ccc(cc1)OC,4.093
CCN1Oc2ccc(cc2O1)c1ccccc1,4.093
CN[C@]1(CN(C)CCN1C)c1ccccc1,4.093
c1c(c(ccn1)c1ccncc1)N(C)C,4.093
CNC[C@H](NC)O.C=CC(=N)O,4.093
COCCOCCOc1cc(c2c(c1)ONO2)OC,4.093
CC(C)(C)c1ccc2c(c1)ON(OCCOC)O2,4.094
CCc1c2CCCCc2c(c2ccccc2)c(c1O)O,4.094
Cc1ccc(c2c1ONO2)N,4.094
CC(C)(C)c1cc(c2c(c1)ONO2)N,4.094
c1(=O)n(c(=O)c2ccc3c4c2c1cc1c4c2c4c3ccc3c(=O)n(c(=O)c(c43)cc2n2n1c(=O)n(c2=O)C)C)C,4.094
CON1Oc2ccc(cc2O1)c1ccccc1,4.094
Cc1c2CCCCc2c(c2ccccc2)c(c1O)O,4.094
C(=C\C=C)/OC,4.095
C=Cc1ccc2c(c1)ON(CC)O2,4.095
CC(C)(C)N1Oc2ccccc2O1,4.095
c12c(cccc2)ccn1C,4.095
c1(cc2c(cc1)nc(cn2)N(C)C)C,4.095
c1cc2c3c4c1c(=O)n(c(=O)c4cc(c3c1c3c2c(cc2c3c(cc1)c(=O)n(c2=O)C)OC)OC)C,4.095
C=Cc1c(nccn1)N(C)C,4.095
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4c4c1c1c(cc(cc1)C)c1c4ccc(c1)C)c(=O)n(c3=O)C)c1c2c2ccc(cc2c2c1ccc(c2)C)C)C,4.095
CNc1ccc(n1C)N(=O)=O,4.096
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)NC)NC,4.096
O=c1c2c3c4c([nH]1)ccc1c4c4c5c3c(cc2)ccc5ccc4cc1,4.096
C#CC1=C(C=C)OC=CO1,4.097
C#Cc1ccc(CC)[nH]1,4.097
CN(C)c1cncc(n1)OCCOCCOCCOC,4.097
CN(C)C1(CCCC1)c1ccccc1,4.097
c1cc2c(cc1)C(=O)c1c(C2=O)c(cc(c1)NC)NC,4.097
CC(C)(C)c1ccc(c2c1ONO2)N,4.097
CC(C)(C)c1c2CCCCc2c(c2ccccc2)c(c1O)O,4.097
CCN1Oc2cccc(c2O1)C(C)(C)C,4.098
CC(C)(C)c1cc(cc(c1OC)C(C)(C)C)OCOC,4.098
CNC[C@@H](C#N)NC.C=CC(=N)O,4.098
CC(C)(C)C1(CCc2cc(c(cc2C1)O)O)C(C)(C)C,4.098
CC(C)(C)c1ccc(c(c1C(C)(C)C)OC)OCOC,4.098
C=Cc1c2CCCCc2c(c(c1O)O)N(C)C,4.098
C(C)(C)[C@@H]1CC=C(C=C1)C,4.099
CN1C[C@H](N(C)C[C@H]1c1ccccc1)OC,4.099
C#C/C=C\c1ccccc1.CNCCNC,4.099
c1ccc(cc1)c1cc(c2c(c1)ONO2)N,4.1
COc1cc(c2ccccc2)c2c(c1)ONO2,4.1
Cc1ccc2c(c1)ON(C)O2,4.1
c1(cc(ccn1)c1ccncc1)N(C)C,4.1
CC(C)(C)N1Oc2cccc(c2O1)OCCOC,4.1
C1=COC(=C(C#N)O1)N,4.1
C1CC(Cc2cc(c(cc12)O)O)(O)O,4.1
c1ccc(cc1)C1=COC(=CC1)c1ccccc1,4.1
COc1ccc2c(c1)ONO2,4.1
CN(C)[C@@H]1CN(C)[C@@H](CN1C)OC,4.101
CCc1c(ccc2c1ONO2)OC,4.101
CCC1=COC=C(C)C1,4.101
C#C[C@H](CNC)NC.C(#N)C=C,4.101
CCc1c2CCCCc2c(c(c1O)O)OCCOCCOC,4.101
CC(C)(C)c1ccc2c(c1)ON(c1ccccc1)O2,4.101
CC(C)(C)c1c2CCCCc2cc(c1O)O,4.102
CNc1c(nccn1)OCCOCCOCCOC,4.102
c1c(c2c(c(c1)OC)nccn2)OC,4.102
COCCOc1c2CCCCc2c(c(c1O)O)O,4.102
C/C(=N/c1cccc2c1ON(c1ccccc1)O2)/O,4.103
CCC1=C(c2ccccc2)OC=CC1,4.103
CN(C)[C@@H]1CN(C)[C@@H](CN1C)N(=O)=O,4.103
C#CN1Oc2ccc(cc2O1)/N=C(/C)\O,4.103
COCCOCCOc1cc(c2c(c1)ONO2)OCCOC,4.103
c1c(N)nc(cn1)N,4.103
C/C(=N/c1cc(c2c(c1)ONO2)OC)/O,4.103
C#Cc1cc(c2ccccc2)[nH]c1,4.103
c1cc(ccn1)c1ccnc(c1NC)C,4.103
COCCOc1cc(c2ccccc2)c2c(c1)ONO2,4.103
C#Cc1c(C)ccn1C,4.104
CCc1ccc2c(c1)ON(C)O2,4.104
Cc1c2c3c4c(cc(cc4CC2)C(C)(C)C)CCc3c(c1)C,4.104
c1cc(c(cn1)C)c1ccncc1N(C)C,4.104
CC(C)(C)c1c(ccc2c1ONO2)O,4.104
C=Cc1c2CCCCc2c(C)c(c1O)O,4.104
COCCOc1ccc2c(c1N)ONO2,4.104
CC(C)(C)N1Oc2cccc(c2O1)OCCOCCOC,4.104
